Is Fraudulent,Transaction ID,Customer ID,IP Address,Shipping Address,Billing Address,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age Days,Transaction Hour,Customer Location
0,d5484c9e-9dec-4066-af0c-82046a6d3ddd,af99a828-9f40-4e71-b51e-6a1e77ec5516,202.164.191.246,"1561 Nicole Mount Suite 653
North Michelleview, IA 01042","1561 Nicole Mount Suite 653
North Michelleview, IA 01042",98.16,2024-02-02 13:44:30,debit card,health & beauty,4,41,mobile,175,13,Roblesburgh
0,3aeea60b-3bb2-4902-843a-3e82a9216ed3,7f6efdec-2716-4cac-ad83-657f99e55831,136.17.47.44,"98910 Travis Drive Suite 956
South Laura, FL 12816","98910 Travis Drive Suite 956
South Laura, FL 12816",155.30,2024-01-09 00:01:41,credit card,home & garden,2,19,mobile,84,0,Reedport
0,7b08f80e-e88b-4f61-ba58-45dcfc108a5f,87001e11-3a09-44de-99a7-dad48aaabbe3,176.21.181.144,"USS Caldwell
FPO AA 76880","777 Scott Locks
Ashleyborough, IL 42156",395.77,2024-01-21 11:36:21,credit card,health & beauty,3,26,mobile,171,11,Longmouth
0,d02e2e24-a249-4f6d-a495-7f2c2b83f8d8,d89945cf-c749-454d-a17d-a4ee4d083d0e,131.156.43.119,"USS Smith
FPO AP 82799","USS Smith
FPO AP 82799",62.34,2024-04-03 03:45:06,debit card,health & beauty,5,52,desktop,52,3,South Ginaville
0,cd27b5a4-4065-4ee6-89f7-3bd16c808580,8ec0f9c6-37f3-47ef-b926-ff7c0c955f47,120.9.182.153,"PSC 8141, Box 5248
APO AA 14748","PSC 8141, Box 5248
APO AA 14748",101.50,2024-01-15 02:32:18,bank transfer,electronics,2,39,desktop,273,2,Port Robin
0,4383fff4-fc75-4ce8-9682-8378b2f9ea8b,7e2d2283-3e3e-4eec-8de9-9689725f9a8d,43.18.110.86,"800 Cynthia Forks
East Robertbury, RI 24998","800 Cynthia Forks
East Robertbury, RI 24998",206.01,2024-02-24 20:36:52,bank transfer,electronics,3,50,tablet,298,20,Paulland
0,bb6d5832-dec9-4102-a834-e76c68761d09,63c2c769-fac3-47c3-821d-8f88d3845dae,68.86.123.163,"70809 John Stravenue
Zacharyburgh, NJ 72117","70809 John Stravenue
Zacharyburgh, NJ 72117",66.13,2024-03-27 02:15:09,PayPal,electronics,2,37,mobile,41,2,Sethport
0,2671293d-5196-4108-8b25-a4be76f5eaf9,ba2e2d21-9dc8-4da1-94cd-ce3a44a87a35,143.229.22.174,"53810 Valerie Key
Dianaland, NM 46895","53810 Valerie Key
Dianaland, NM 46895",58.33,2024-03-31 19:53:48,bank transfer,electronics,1,28,tablet,160,19,Juliabury
0,9337b498-6bf9-470d-932c-b4f590230109,e7dc0a8f-c2ab-47d3-98a1-090c0fa4acd9,116.161.161.230,"Unit 5072 Box 2116
DPO AE 24817","Unit 5072 Box 2116
DPO AE 24817",70.01,2024-02-09 02:46:56,bank transfer,toys & games,5,32,tablet,132,2,East Suzannefurt
0,9dc89ab2-a8f3-43a9-97db-483069d72183,1763939d-5c4d-49eb-af9f-ae134ff163b8,11.246.207.146,"95004 Jones Manors
South Garrett, FL 56943","95004 Jones Manors
South Garrett, FL 56943",21.40,2024-01-17 15:20:34,PayPal,clothing,1,51,tablet,351,15,North Kathleen
0,de6e6b0c-63e1-42a4-8dbd-c63fa48480fb,9537f49d-124d-434b-86e5-6560d6763ed3,219.209.171.53,"967 Tara Common
Ortegaport, MT 28223","967 Tara Common
Ortegaport, MT 28223",16.24,2024-03-22 12:45:39,debit card,health & beauty,4,36,tablet,38,12,Parkerstad
0,5e88cb40-1df5-42eb-b16d-bba8c0938b1d,7049893c-06b1-4b26-a2c7-0a0234612cc7,58.221.118.117,"PSC 7504, Box 9415
APO AP 69360","PSC 7504, Box 9415
APO AP 69360",35.72,2024-02-15 07:55:57,credit card,home & garden,3,57,mobile,33,7,Ryanshire
1,39df0b94-e877-41b9-9ef8-940f5d2b31eb,51d15d17-61da-4f4f-953b-86df6bb161ee,122.14.30.18,"924 Rachel Lodge
Jamesstad, MT 36833","924 Rachel Lodge
Jamesstad, MT 36833",461.40,2024-01-18 09:44:25,debit card,health & beauty,1,35,tablet,318,2,Odonnellshire
0,0ea8f53b-c75e-4895-a019-284f6c9999d8,254596a0-ebfa-46eb-9ea0-6e20a594bd7e,82.154.182.186,"466 Jessica Unions
Katieport, MO 00528","466 Jessica Unions
Katieport, MO 00528",181.51,2024-02-12 19:52:16,debit card,home & garden,3,19,tablet,266,19,Port Billyfort
0,ea1a9e63-ac56-4f23-ad76-2779cf66ea44,19ecbc13-f664-4e65-b526-c0462a76c3f1,29.83.114.59,"4077 Frederick Knoll Apt. 885
New Matthew, CT 38861","4077 Frederick Knoll Apt. 885
New Matthew, CT 38861",262.73,2024-02-16 23:49:54,bank transfer,electronics,5,48,mobile,317,23,South Steven
0,b6deb91e-c04d-4761-97c5-2d58d0d7d3df,7ca882fd-124f-4703-b83d-d30158c8e67a,202.85.4.172,"233 Rhonda Ridge Apt. 248
Port Christopherview, CT 61360","233 Rhonda Ridge Apt. 248
Port Christopherview, CT 61360",30.00,2024-01-13 14:01:00,debit card,health & beauty,2,34,mobile,106,14,Thompsonmouth
0,df735cbc-aab0-4af6-b6e6-7f37d22b4c5a,fc0d9a56-5c6c-45f4-bb8f-57df6b1b4c74,89.128.46.45,"USNS Arellano
FPO AE 04133","USNS Arellano
FPO AE 04133",199.45,2024-01-26 06:01:47,bank transfer,clothing,1,38,desktop,277,6,South Robertchester
0,53768371-c832-4431-b5a4-e895d945065d,b00b73e3-c398-426d-b254-d732a924b73c,91.100.61.6,"570 Moore Drive Apt. 892
Rodriguezmouth, KS 65700","570 Moore Drive Apt. 892
Rodriguezmouth, KS 65700",10.30,2024-02-29 21:04:38,debit card,clothing,1,23,tablet,119,21,North Derrick
0,428dbb8a-0a5b-4040-8ab2-387cbee0f79e,dc2a8f28-60f4-4622-ab7e-80ee334a2d67,169.95.94.74,"141 Higgins Alley
Khanhaven, WA 98716","141 Higgins Alley
Khanhaven, WA 98716",87.70,2024-02-27 15:30:10,credit card,home & garden,3,32,mobile,77,15,North Reginald
0,25e04ccc-0723-4b4f-9757-7b8508bde475,10999c3c-b20e-4e2a-aad4-2d7cdc5bcf20,22.61.149.85,"8297 Don Green
Garrettview, MN 73301","8297 Don Green
Garrettview, MN 73301",79.82,2024-01-23 07:06:23,PayPal,electronics,4,38,mobile,333,7,Butlerfurt
0,48375074-e29b-4d20-83d0-c0b43b1042cf,63b001d2-7b71-4e66-9e63-9c98bb7e7780,111.251.96.100,"1794 Karen Passage
East Robertstad, NH 31467","7413 Shannon Station Apt. 247
Hatfieldbury, PR 49409",131.35,2024-01-23 11:04:45,credit card,health & beauty,5,36,desktop,264,11,Lake Shannonstad
0,4e0d897a-e4e3-47cd-be37-1d94fe569338,f94d7800-cdb7-4700-b13f-bcc9feee4696,161.106.90.171,"6870 Campbell Shoal Apt. 286
Morseburgh, CT 46578","6870 Campbell Shoal Apt. 286
Morseburgh, CT 46578",54.06,2024-03-28 17:25:30,PayPal,health & beauty,2,38,tablet,49,17,North Thomasside
0,237eadde-6a68-4de8-972e-0de8a35cee12,6f55c145-eb3a-4961-bedf-865e951803f1,92.213.182.187,"8568 Brenda Fork Suite 733
New Cindyberg, MT 49078","8568 Brenda Fork Suite 733
New Cindyberg, MT 49078",15.44,2024-01-15 10:12:26,PayPal,electronics,3,31,mobile,274,10,New Laurie
1,39c5360b-04c3-4341-a941-55acd2605f96,e0a550b5-49ad-4487-ad8f-f4c9d5751395,5.186.224.75,"74558 Hull Cape Apt. 501
West Natasha, KS 36441","74558 Hull Cape Apt. 501
West Natasha, KS 36441",880.38,2024-03-20 01:09:32,bank transfer,toys & games,5,24,mobile,26,1,Blairchester
0,67c70122-744f-4eb1-ac07-c54a7e939058,624316b1-d878-4c47-8565-f9a6e2485a6f,96.136.11.79,"8124 Jonathan Pike
East Tiffanyport, NY 65961","8124 Jonathan Pike
East Tiffanyport, NY 65961",66.58,2024-02-04 02:22:27,debit card,home & garden,3,43,desktop,162,2,East Frank
0,2c0ef3eb-c406-433f-b75c-3589186f885b,df8ca07b-7558-4d66-a3b7-5aa640be06cc,2.34.226.194,"4802 Santos Port
Ashleyport, VA 92349","4802 Santos Port
Ashleyport, VA 92349",51.82,2024-03-11 13:37:52,PayPal,health & beauty,2,34,desktop,151,13,East Denise
0,19f51b24-8d64-424b-9010-5e729f12a33c,b7f9c97a-2a51-4e8e-b762-46d335c1e55b,6.226.239.126,"75075 Andrea Burgs
Rodriguezmouth, MP 17281","75075 Andrea Burgs
Rodriguezmouth, MP 17281",87.34,2024-01-16 07:12:06,credit card,health & beauty,3,20,desktop,102,7,New Corystad
0,97dbe038-2ad9-48d9-86f9-f1979db305a6,89833a9b-9fd5-4582-8de1-75d272fd0656,63.213.140.120,"75238 Garcia Unions
Mollymouth, MO 76161","75238 Garcia Unions
Mollymouth, MO 76161",216.86,2024-02-17 06:44:06,debit card,toys & games,3,33,desktop,166,6,Goodmanburgh
0,edc07bde-ca58-4362-b960-a5e0f9504e50,15851866-0aa9-4d25-b46f-502f6475a1d4,156.24.73.73,"7997 Mario Groves Suite 121
Johnsonfort, AS 03058","7997 Mario Groves Suite 121
Johnsonfort, AS 03058",170.61,2024-03-09 17:36:43,credit card,health & beauty,3,52,mobile,158,17,Nelsonborough
0,c4231286-dbcc-4d5e-95fa-8b127bea9886,06f57aa2-3a35-43c9-94f8-24afce98a627,175.99.36.36,"3028 Bianca Flats
South Michaelburgh, IN 43724","3028 Bianca Flats
South Michaelburgh, IN 43724",51.39,2024-01-12 17:34:31,bank transfer,toys & games,4,29,tablet,72,17,Port Jaredfort
0,e757e5df-230e-4860-8f2e-73c92ee5145b,536dcd0f-eb14-4921-ad6b-9bf86dff0ac6,64.91.21.187,"86850 Nicole Hills Apt. 409
Benjaminview, KY 50580","86850 Nicole Hills Apt. 409
Benjaminview, KY 50580",257.43,2024-02-19 05:30:22,PayPal,health & beauty,1,39,desktop,338,5,South Jacobchester
0,74abdf62-e948-481f-9136-aea40a74835d,2a6a277d-04ea-45de-ad8c-1cb1f4866053,128.170.141.76,"356 Alex Views Suite 606
Jacobstad, GA 44785","356 Alex Views Suite 606
Jacobstad, GA 44785",346.69,2024-01-25 07:53:50,PayPal,clothing,4,29,tablet,179,7,Gregoryborough
0,61ff04d8-1f0f-4ffa-9eb8-07cf163b9ae5,b0772557-ae4e-4ffd-b977-065bc9abd453,63.198.19.1,"1079 Williams Union Apt. 352
Sanchezbury, PA 08360","1079 Williams Union Apt. 352
Sanchezbury, PA 08360",611.66,2024-02-19 18:41:24,bank transfer,toys & games,3,35,desktop,246,18,Kathrynfurt
0,bcd8cff9-8e44-494a-8710-7f20789ba2ce,ab2ecac1-4743-4dfe-8536-176b4857d53c,205.252.81.149,"USNS Flores
FPO AA 98007","USNS Flores
FPO AA 98007",69.69,2024-03-13 06:36:57,PayPal,clothing,3,34,tablet,232,6,Robertmouth
0,7aa17f4f-1389-4b29-b651-c37af1b60919,af3637eb-6bbb-42f2-bb84-b38469f5a544,160.23.109.84,"7873 Robinson Green
Brooksmouth, WI 15152","7873 Robinson Green
Brooksmouth, WI 15152",58.33,2024-03-11 23:11:04,credit card,clothing,4,39,desktop,224,23,Andrewburgh
0,06f8c46b-c8b5-4e5d-a15b-c75d769d04c0,8e824bfe-5a68-4c4f-8ada-5c0624b5bb0a,87.235.113.90,"752 Armstrong Court Apt. 643
Lake Lisa, ID 31931","752 Armstrong Court Apt. 643
Lake Lisa, ID 31931",41.18,2024-01-21 14:19:09,PayPal,clothing,3,37,mobile,184,14,West Robert
0,7aae2269-c455-454c-b050-649111632846,4c7ccc6f-ad59-4e08-ae35-72e7b094b8ea,141.42.248.67,"104 Gina Well
West Jenniferstad, FL 55521","104 Gina Well
West Jenniferstad, FL 55521",143.44,2024-03-10 23:39:39,credit card,home & garden,3,37,mobile,190,23,Francoborough
0,94b0dd56-a0df-418b-aadb-454f3498969b,00cbc683-73ab-4a0d-825a-0a7b3f5d4c22,108.237.51.194,"08588 Jason Island
Lake Austinland, TN 49984","08588 Jason Island
Lake Austinland, TN 49984",348.10,2024-03-06 05:28:38,debit card,clothing,2,41,tablet,181,5,Sueton
1,9cd298bb-f70e-4129-8794-35444e1ba6f3,b70c0de0-998b-4cea-8a4a-730e6c6fd129,152.166.31.215,"71933 Tiffany Rest
Andrealand, MI 37457","71933 Tiffany Rest
Andrealand, MI 37457",783.30,2024-03-16 03:16:46,bank transfer,toys & games,1,42,desktop,30,1,North Brianfurt
0,65a5b4ad-b48f-4f44-85ec-6be77d258340,688b7fbc-0300-4484-aed9-8d530348bcb5,105.30.75.123,"3528 Christopher Fork
East Helenview, WY 45098","0055 Rebecca Valley
West Amandaport, MH 66562",561.38,2024-03-06 08:48:08,bank transfer,electronics,2,33,mobile,7,8,Port Brett
0,46deb13e-1f3f-4bfa-bc5d-1375f1291204,82477897-069e-42a9-9141-6b234317c4e7,97.80.67.20,"6010 Mccoy Fords Suite 757
Angelamouth, MA 06475","6010 Mccoy Fords Suite 757
Angelamouth, MA 06475",174.65,2024-04-01 13:22:34,credit card,toys & games,5,31,mobile,72,13,South Eric
0,ca9adf59-5ad6-4cdb-a087-f981aee5cd14,2cbc8742-1467-436f-a338-54bcf8b18ea7,128.85.187.149,"0533 Lewis Run
East Marystad, NH 81106","0533 Lewis Run
East Marystad, NH 81106",246.68,2024-03-08 04:20:50,credit card,toys & games,1,47,desktop,48,4,East Sherylstad
1,6f5c38d6-73c7-4838-bb37-a734c7f887d1,d97139e8-a535-47cb-9651-5981d986ae8a,119.13.85.47,"7302 Hobbs Row Apt. 368
Bowenmouth, ID 18904","54320 Daniel Isle Apt. 211
Port Richardberg, AR 84236",487.56,2024-01-04 05:22:19,debit card,electronics,3,20,mobile,25,5,East Sabrinashire
0,3e2e0e77-aef9-4c3b-b5ac-fbb0f46da59b,a33b4147-ee45-4c4d-9425-d12d6ccd919c,59.3.85.110,"1602 Baker Curve Apt. 043
West Wesley, IA 73515","1602 Baker Curve Apt. 043
West Wesley, IA 73515",37.88,2024-03-31 11:25:58,PayPal,health & beauty,2,35,desktop,294,11,Melissahaven
0,ce1d370a-1420-4355-8f46-b32b56630166,7d64e4de-d45c-4798-8b47-cab3f805a860,149.192.198.148,"83168 Weaver Fall
Dustinport, KY 93082","83168 Weaver Fall
Dustinport, KY 93082",147.91,2024-01-06 04:12:39,debit card,toys & games,4,25,tablet,276,4,Port Brittanychester
0,64af223d-5ab3-4bc5-b6fa-32637a5b9edd,4c8fab2c-c70b-4d7e-98fd-1bd804bdaaf1,214.82.118.107,"895 Christopher Walk Suite 732
Kinghaven, WY 89171","895 Christopher Walk Suite 732
Kinghaven, WY 89171",19.18,2024-02-24 08:35:00,debit card,clothing,5,50,desktop,359,8,Phillipsbury
0,f3732625-d4b1-4f60-9c84-6bb4ea8cf102,7ffd16bc-abc6-434a-adbd-651ebc41728b,79.26.225.122,"40174 Cochran Street
West Kyleberg, KS 46296","3380 Simon Ways
Lake Emilybury, GU 23883",216.78,2024-04-01 01:01:02,debit card,toys & games,2,15,mobile,13,1,Greenstad
0,a6276d7f-e06b-432f-97b7-6d0c1ac4d4a8,af5cd76d-46c0-4d0a-b282-26c795477748,90.116.108.200,"21525 James Roads Apt. 853
Vasquezhaven, NV 52031","21525 James Roads Apt. 853
Vasquezhaven, NV 52031",33.38,2024-02-10 10:25:37,PayPal,clothing,1,47,mobile,364,10,North Moniquestad
0,edb73158-e441-48e6-9565-b54be6aff5d6,e05bd21b-80d8-41f2-ab2c-411390dd42ec,197.23.52.32,"0162 Porter Pine
Port Jenniferborough, SD 70575","0162 Porter Pine
Port Jenniferborough, SD 70575",35.94,2024-02-02 05:34:03,bank transfer,home & garden,4,37,tablet,280,5,West Janet
0,723d059c-182f-467e-8cd1-400296e05c94,1c6bad01-6dab-474f-8dd9-e1ac853321c6,200.207.157.235,"862 Palmer Motorway
Browningbury, ID 44996","862 Palmer Motorway
Browningbury, ID 44996",131.43,2024-01-31 23:32:20,debit card,clothing,5,25,tablet,81,23,Ericborough
0,bf6ca34c-aee8-4ab8-9d64-5f3ebc5fa8e2,293f8cd4-db56-46e3-8627-09e8e507e56f,90.9.135.247,"3982 Cook Grove Suite 507
West Caitlinland, PR 49606","3982 Cook Grove Suite 507
West Caitlinland, PR 49606",729.28,2024-04-01 07:19:02,bank transfer,health & beauty,3,33,mobile,300,7,Port Meganstad
0,2dd946c2-4228-4bf0-883c-13143f8fc69c,40fd048d-3abb-4555-9981-629f7d691d61,80.197.239.80,"92201 Miles Plains
South Heidi, MO 90447","92201 Miles Plains
South Heidi, MO 90447",632.89,2024-02-27 03:54:59,PayPal,clothing,3,47,desktop,312,3,North Leahtown
0,98ef75fa-e0af-40f7-8c6e-b15669be4408,003f3788-7f98-4f26-91b6-a5e56776ce4e,38.163.194.58,"9901 Hernandez Summit Apt. 983
Tonyborough, MN 34146","9901 Hernandez Summit Apt. 983
Tonyborough, MN 34146",484.72,2024-01-01 09:00:35,credit card,toys & games,2,37,mobile,312,9,East Seanburgh
0,9c74383d-46bc-47a6-a305-15fcc32d6726,ae84b6bb-d9fb-42aa-affe-7378e7705bee,119.102.108.116,"244 Leonard Mountains Suite 149
East Tamara, VI 69464","244 Leonard Mountains Suite 149
East Tamara, VI 69464",351.15,2024-01-14 06:20:57,credit card,electronics,5,25,mobile,181,6,Johnfurt
0,9b3ce0f8-bd39-47e5-8200-4fdb78af513c,813c5f3a-fc97-42e6-bb84-200c71ad6f26,22.25.129.174,"15499 Livingston Hollow
Lake Valerieville, WY 92449","15499 Livingston Hollow
Lake Valerieville, WY 92449",92.03,2024-03-18 11:54:29,bank transfer,electronics,2,12,mobile,308,11,New Richardburgh
0,3ae42956-b804-45e3-bced-821831d71379,643f9c68-91e7-4518-8aad-aa08937d9f08,72.36.252.36,"6452 Justin Path
North Jackberg, AZ 24108","6452 Justin Path
North Jackberg, AZ 24108",382.19,2024-02-07 12:22:37,credit card,clothing,5,35,mobile,239,12,Grantburgh
0,b0001d51-3ddf-412e-b3ca-3660231315ea,73a1d94a-ed5b-462c-9d2a-5a4fddbffea5,128.11.8.148,"540 John Burg
Judymouth, NJ 45664","540 John Burg
Judymouth, NJ 45664",167.77,2024-01-15 07:24:42,PayPal,clothing,3,32,desktop,294,7,Paigeland
0,96071ad1-7dc9-4904-b901-c070bb48fe14,af9f41e2-dfd4-475c-91a4-a29b378396c6,215.50.229.163,"Unit 1769 Box 4479
DPO AA 47910","Unit 1769 Box 4479
DPO AA 47910",61.19,2024-03-08 05:10:20,bank transfer,health & beauty,2,41,tablet,116,5,North Tina
0,3039e88e-0484-4605-ba75-3052c434412f,20dc1e5d-08ea-40d4-819a-e7aad98d2032,13.22.170.195,"0470 Eddie Way Apt. 629
Christopherburgh, NV 79731","0470 Eddie Way Apt. 629
Christopherburgh, NV 79731",121.76,2024-03-14 22:58:31,PayPal,clothing,3,39,mobile,61,22,Port Robert
0,e2369054-8d07-4ed3-9693-d3c244824bc9,6e3ab80e-e1f5-4230-a9b7-0983ccec64b8,30.103.205.167,"26976 Schwartz Road
Johnsonborough, TN 98014","26976 Schwartz Road
Johnsonborough, TN 98014",149.80,2024-01-23 01:40:52,bank transfer,clothing,5,51,desktop,301,1,Port Gary
0,2224849b-9d73-4734-b2b2-3b2a81755fcf,a6a3b80b-268a-4de4-8e59-1e00dcbb2a75,135.162.246.252,"54417 Young Crest Suite 052
New Heather, NH 08581","54417 Young Crest Suite 052
New Heather, NH 08581",264.26,2024-02-17 06:27:36,PayPal,home & garden,1,19,tablet,283,6,Lake Edward
0,d29de44b-2395-40e7-bdcd-9165c7f8b35f,2506f7a1-1db3-4ef2-83f3-0de09468bc88,52.178.76.28,"8571 Wolfe Corners Apt. 157
West Karen, MO 89959","8571 Wolfe Corners Apt. 157
West Karen, MO 89959",139.01,2024-02-24 23:01:10,PayPal,toys & games,3,28,desktop,312,23,East Pamela
0,e2fdf6cd-eac0-4233-b93d-4f2e04ec4abb,ba6d3da2-1a14-4a46-8292-926500900b43,1.110.68.235,"9779 Pittman Brook
Barrettbury, DC 40411","9779 Pittman Brook
Barrettbury, DC 40411",113.60,2024-02-25 03:36:14,PayPal,home & garden,1,22,tablet,11,3,Watsonfurt
0,13a441b9-e982-455c-bcd1-1a7e76ef69c3,f380befb-5989-4c43-b32b-662b9e579bbf,131.57.248.216,"3235 Nicholson Locks
Howardtown, DE 10697","3235 Nicholson Locks
Howardtown, DE 10697",18.96,2024-03-10 15:55:24,credit card,home & garden,1,38,tablet,131,15,Port Nathanchester
0,1af2a8a5-f6f6-4ba0-a2bd-7c8b9781581b,52f24b29-d517-4553-9f88-b6fd3cbf52e3,134.70.163.102,"2959 Dixon Fort
Burnsport, FM 79516","65603 Vance Loaf Apt. 151
New Steven, MP 88132",80.79,2024-01-22 10:11:03,credit card,electronics,2,38,desktop,207,10,Devinview
0,57e3933f-c332-45ee-93b2-1fc50dda2e70,04e8309a-5caa-4b75-b041-a40860f46665,24.169.50.178,"2666 Williams Mall Suite 315
Lake Maryhaven, CO 95941","9214 Robinson Heights
South Christinemouth, AK 71930",316.19,2024-01-05 18:25:30,credit card,home & garden,2,24,desktop,113,18,West Spencerville
0,f6368580-1595-4b87-98bf-968cb6f6ff5f,593ae82b-3c0f-4af9-8ecf-5f1d31f47ee2,99.182.254.180,"7647 Harrison Turnpike Apt. 475
West Abigail, MA 51005","7647 Harrison Turnpike Apt. 475
West Abigail, MA 51005",297.50,2024-02-10 23:56:22,credit card,electronics,2,38,tablet,39,23,Dennisport
1,c140768d-cfdd-4ef8-a4ae-a9ad394210e0,57fff3fc-d097-4293-857d-e90aa0f5e4bb,92.7.65.175,"586 Natalie Trail Apt. 966
Johnville, TN 30170","586 Natalie Trail Apt. 966
Johnville, TN 30170",2922.25,2024-03-22 23:30:27,credit card,home & garden,4,49,mobile,117,23,Martinezton
0,e20ada7a-1884-4d9e-9235-6c19b3b728a7,7ce69e9f-83cc-47bd-b9b3-7a9c333b78d5,97.33.191.100,"176 Carey Springs
Weberland, RI 73746","176 Carey Springs
Weberland, RI 73746",111.83,2024-01-18 19:53:42,PayPal,health & beauty,1,48,tablet,235,19,Lake Gregoryhaven
0,7c2b3000-d3ee-4701-97af-e903a2f2b815,97fa765d-1828-4756-8ba3-97a8d2fa67f5,31.238.76.205,"59779 Wood Creek Apt. 160
North Robert, MP 13857","59779 Wood Creek Apt. 160
North Robert, MP 13857",394.82,2024-03-16 19:31:42,debit card,home & garden,1,35,tablet,255,19,West Johnport
0,54e07088-a9a6-4a74-8386-b00c9ac15b37,db0e05c1-61d4-4f73-ac7c-a1737fef59fb,163.4.54.210,"661 Bowers Plain Apt. 776
Jasonland, IN 88475","661 Bowers Plain Apt. 776
Jasonland, IN 88475",416.02,2024-03-29 01:27:16,credit card,toys & games,3,26,mobile,202,1,Michaelbury
0,ab1e294a-aee2-46af-a7f4-542a62231fa9,e545e337-6f07-4c37-b7e9-97c0652f4717,163.242.170.229,"PSC 2085, Box 4299
APO AP 61084","PSC 2085, Box 4299
APO AP 61084",30.84,2024-02-24 04:18:21,bank transfer,health & beauty,4,26,desktop,69,4,Michelleview
0,31f2f061-a4c6-40fa-9647-3d1d44a2cdba,59306e77-4cbd-449a-a961-39282cd4e63f,28.191.197.60,"7114 Brooke Manors Suite 084
Wellsfort, WA 15538","7114 Brooke Manors Suite 084
Wellsfort, WA 15538",295.92,2024-03-17 06:52:17,PayPal,clothing,2,32,tablet,124,6,Brittneyton
0,fd24a4c4-c1bf-4248-97b5-c1796ae972ec,cfa03640-d6b6-4908-9efe-6f8c0eba63cc,70.239.221.163,"1137 Carroll Trail Suite 053
South Deanna, GU 75295","1137 Carroll Trail Suite 053
South Deanna, GU 75295",449.24,2024-01-16 22:04:44,bank transfer,toys & games,5,26,tablet,279,22,Michaelville
0,1429ed1d-2647-4bde-b39f-fc9e4cb020c7,7310c258-b069-4357-8e02-733316223c99,130.97.157.126,"386 Ruiz Coves Apt. 126
North Andreahaven, ND 53620","386 Ruiz Coves Apt. 126
North Andreahaven, ND 53620",180.16,2024-02-12 23:37:53,PayPal,toys & games,1,59,desktop,261,23,Cisnerosbury
0,e229a7a4-d88e-451d-9d51-fcc8d7e02d98,60ee0974-1c91-406e-a90c-5c8fcb698024,57.129.162.191,"764 Derek Vista
Lake Scott, WI 57384","764 Derek Vista
Lake Scott, WI 57384",15.80,2024-02-10 00:53:43,bank transfer,toys & games,1,27,tablet,206,0,Jeremychester
0,13d2b57a-eba6-4d73-bbfd-47237f82c45b,629e16f9-3571-4523-a74b-278773c57549,32.202.11.9,"043 Berry Spring Suite 869
Dannytown, HI 85135","043 Berry Spring Suite 869
Dannytown, HI 85135",548.81,2024-01-29 20:12:13,PayPal,clothing,3,45,mobile,6,20,Lake Stuart
0,28ef3659-6c0d-418b-9e4f-f0a2b92c3746,72825798-dd16-4fa6-96ab-8903e158ebbe,174.2.174.62,"561 Spencer Fields
Wilsonview, WY 18148","561 Spencer Fields
Wilsonview, WY 18148",334.10,2024-03-24 16:50:34,bank transfer,health & beauty,5,45,tablet,71,16,West Ryan
0,234adf59-8baa-4cc3-b005-af0e88aff81b,532d3673-7014-4ef6-b29d-9bbc308221ba,12.6.138.204,"0019 Petersen Shore
Matthewhaven, AR 65162","0019 Petersen Shore
Matthewhaven, AR 65162",41.11,2024-03-29 16:18:57,credit card,toys & games,4,31,mobile,283,16,North Margaret
0,8b6397ad-589c-4984-9bc4-6ae5a16daf13,5ca4a478-d1c7-4871-bfd6-1713455888c4,68.207.52.104,"69404 Cole Mountains Apt. 515
South Rachelfort, GA 42713","69404 Cole Mountains Apt. 515
South Rachelfort, GA 42713",46.30,2024-02-19 22:44:11,bank transfer,electronics,1,28,mobile,140,22,Singletonchester
0,1e188c73-8379-45d0-87ed-954bd8aae370,7dd7eec2-12ca-461c-994c-8c356438b665,11.143.30.167,"03209 Hall View Suite 808
Hendersonport, MD 77944","03209 Hall View Suite 808
Hendersonport, MD 77944",34.08,2024-02-23 03:02:01,PayPal,home & garden,1,15,mobile,74,3,New Jonberg
0,f024a3da-6cf8-4803-8cd3-fdae37dbb2c6,cae4be2a-c88d-4ddf-9270-acc694d9c02b,105.167.154.213,"977 Wagner Stravenue
West Michael, KS 59858","977 Wagner Stravenue
West Michael, KS 59858",486.47,2024-01-05 13:59:57,debit card,clothing,3,31,mobile,104,13,Edwardsfort
0,258750a6-187d-46cf-8baf-33b0d8c37409,09c48eb4-ae54-493b-a22f-fff2f6d480d5,191.102.44.231,"136 Skinner Roads Suite 245
Gordonmouth, WY 50676","136 Skinner Roads Suite 245
Gordonmouth, WY 50676",96.46,2024-02-26 10:24:56,debit card,health & beauty,1,28,mobile,329,10,New Zoeville
0,442091a3-91bb-410f-b5ca-6bfd916c7932,7fdbb2be-c3e7-48c4-9d22-b2a39973e69c,133.52.149.94,"61034 Daniel Extension Apt. 842
East Brittany, FM 78010","61034 Daniel Extension Apt. 842
East Brittany, FM 78010",199.14,2024-02-08 12:41:37,credit card,health & beauty,4,41,mobile,93,12,South Christopher
0,d773c742-fef0-4055-b5ef-d2548a7c52b3,5e2a7e64-5000-472b-b2a1-265b205c79dd,93.165.54.121,"8875 Ray Rapids Suite 909
Port Edwardfurt, CT 82334","184 Daniel Mountains Suite 967
Stephanieland, AZ 19481",158.01,2024-02-21 01:25:09,PayPal,electronics,2,33,tablet,352,1,South Kathymouth
